host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,instant_bookable,calculated_host_listings_count,reviews_per_month,Smoke alarm,Carbon monoxide alarm,Essentials,Kitchen,Hot water,Hangers,Dishes and silverware,Hair dryer,Wifi,Microwave,Iron,Cooking basics,Refrigerator,Bed linens,Self check-in,Shampoo,Fire extinguisher,Free street parking,Private entrance,Extra pillows and blankets,Dedicated workspace,First aid kit,Freezer,Dishwasher,Toaster,Heating,Free parking on premises,Long term stays allowed,Oven,Wine glasses,Entire home/apt,Hotel room,Private room,Shared room
81343623,1.0,102,32.78418,-117.25215,5,1.0,1.0,3.0,558.0,31,1125,1,30,60,87,359,7,4.71,1,22,0.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
81343623,1.0,102,32.78469,-117.2538,5,1.0,1.0,4.0,601.0,31,1125,1,30,60,90,250,23,5.0,1,22,0.66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
75510810,0.67,3,32.804,-117.23627,3,1.0,0.0,2.0,98.0,31,800,1,0,0,18,118,13,4.77,0,3,0.43,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0
6688389,1.0,101,32.78594,-117.25409,7,1.0,1.0,5.0,410.0,31,1125,1,22,52,82,357,10,4.5,1,33,0.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
61566684,0.98,5,32.69438,-117.09991,12,2.5,4.0,8.0,256.0,2,26,1,6,22,44,130,136,4.76,0,1,4.04,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0
37548147,1.0,1,32.68748,-117.10791,5,2.0,2.0,3.0,274.0,31,180,1,8,32,62,101,153,4.86,0,1,4.48,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
418785102,1.0,1,32.76776,-117.2526,6,2.0,3.0,3.0,600.0,2,180,1,0,14,14,14,28,4.71,0,1,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
417166631,0.99,4,32.74395,-117.05791,7,1.0,3.0,4.0,262.0,2,1125,1,15,36,57,315,171,4.81,0,1,4.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0
418920963,1.0,1,32.91552,-117.13343,4,1.0,1.0,1.0,80.0,1,1125,1,1,3,17,229,147,4.99,0,1,4.43,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
3017970,0.42,252,32.763138,-117.250259,6,1.0,2.0,3.0,150.0,31,1125,1,0,5,15,42,5,4.8,0,162,0.16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0
418951796,1.0,2,32.79985,-117.12814,14,2.0,4.0,7.0,515.0,2,60,1,4,23,47,47,98,4.7,0,1,2.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0
348089487,1.0,189,32.772449,-117.252449,8,2.0,2.0,7.0,675.0,2,1125,1,26,56,86,337,115,4.65,1,40,3.31,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
2578298,0.71,4,32.75431,-117.22343,1,1.0,1.0,1.0,65.0,31,1125,1,0,22,52,326,2,4.5,0,2,0.08,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
351670899,1.0,5,32.81321,-117.16624,1,1.0,1.0,1.0,76.0,6,365,1,19,49,78,78,24,4.75,0,5,0.7,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0
5569441,0.99,57,32.95635,-117.12441,4,2.0,2.0,2.0,147.0,31,365,1,1,13,13,141,2,4.5,1,2,0.12,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0
66486770,1.0,3,32.775055,-117.252502,2,1.0,1.0,1.0,207.0,3,365,1,7,14,31,283,169,4.91,0,3,5.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0
22693829,1.0,5,32.93653,-117.06961,1,1.0,1.0,1.0,129.0,3,90,1,0,24,54,329,18,5.0,0,5,0.56,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
169409096,0.8,1,32.75274,-117.22858,2,1.0,1.0,1.0,100.0,31,730,1,4,11,29,93,14,4.86,0,1,0.47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0
31883339,1.0,2,32.82366,-117.1689,7,2.0,4.0,3.0,343.0,5,120,1,6,7,37,216,16,4.69,0,1,0.47,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0
365280463,1.0,2,32.70978,-117.12388,5,1.0,2.0,3.0,180.0,31,1125,1,20,50,80,180,71,4.69,0,2,2.06,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0
22693829,1.0,5,32.93679,-117.06729,1,1.0,1.0,1.0,99.0,3,90,1,0,7,37,37,20,5.0,0,5,0.6,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
157056473,0.98,2,32.80064,-117.23229,2,1.0,1.0,1.0,120.0,3,29,1,2,16,42,42,90,4.86,0,2,2.62,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
6541108,1.0,1,32.92084,-117.14256,5,1.0,2.0,3.0,185.0,2,27,1,23,46,76,158,99,4.89,1,1,2.92,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
419786885,0.95,3,32.82271,-117.26436,14,4.5,6.0,7.0,1613.0,3,730,1,4,4,21,286,93,4.99,0,3,2.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
20632323,0.91,10,32.76377868652344,-117.1906052,6,2.0,3.0,3.0,229.0,31,365,1,11,34,64,243,2,5.0,0,5,0.11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0
72411487,1.0,1,32.74643,-117.13665,6,1.0,3.0,4.0,306.0,2,365,1,1,8,24,272,52,4.92,0,1,1.72,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0
147276739,0.99,170,32.79671096801758,-117.2471695,8,3.0,3.0,5.0,316.0,4,365,1,2,15,15,40,29,4.69,1,65,1.16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
339672674,1.0,4,32.83125,-117.19959,2,1.0,1.0,1.0,92.0,31,365,1,30,60,90,365,81,4.51,1,1,2.35,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
9624153,0.91,40,32.7664,-117.25032,10,3.0,3.0,4.0,700.0,3,40,1,0,6,23,199,7,4.86,0,29,0.26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
11159977,1.0,1,32.94609,-117.24538,4,1.0,1.0,3.0,213.0,4,1125,1,2,13,13,288,43,4.93,0,1,1.26,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0
15310815,1.0,1,32.74189,-117.22367,4,1.0,1.0,2.0,193.0,2,30,1,2,20,25,25,93,4.94,0,1,2.72,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0
348089487,1.0,189,32.79422,-117.23218,14,3.0,4.0,10.0,830.0,2,28,1,27,52,81,351,174,4.86,1,40,5.06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
16687084,0.98,24,32.716251,-117.153801,2,1.0,0.0,1.0,125.0,31,365,1,0,0,30,120,5,5.0,0,20,0.16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
336396789,0.33,17,32.80333,-117.23027,8,1.0,2.0,2.0,190.0,31,1125,1,0,25,55,235,17,5.0,0,15,0.49,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0
426416,0.79,2,32.74343,-117.16266,2,2.0,2.0,1.0,220.0,32,1125,1,0,0,0,181,3,5.0,0,1,0.19,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0
58276208,0.95,12,32.71777,-117.16978,4,1.0,1.0,2.0,199.0,31,365,1,1,1,1,223,6,5.0,0,5,0.18,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
68845342,0.99,4,32.70395,-117.13508,5,1.5,2.0,2.0,183.0,2,1125,1,12,39,69,158,219,4.94,0,2,6.37,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0
121916709,0.84,75,32.72075,-117.12526,6,1.0,2.0,3.0,381.0,2,360,1,4,17,47,133,135,4.96,0,16,3.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0
344091235,0.9,11,32.723274,-117.228271,4,1.0,1.0,2.0,227.0,1,28,1,18,43,73,187,105,4.79,1,6,3.11,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
38690778,1.0,245,32.79114,-117.23412,8,2.5,3.0,3.0,1144.0,1,25,1,15,43,73,348,68,4.94,1,99,2.06,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
140755295,1.0,1,32.74078,-117.23627,10,3.0,4.0,7.0,411.0,2,1125,1,8,23,44,298,60,4.9,0,1,1.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
412501601,0.98,3,32.747127532958984,-117.189209,8,2.0,2.0,5.0,628.0,2,29,1,27,57,87,176,88,4.97,0,3,2.58,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
348089487,1.0,189,32.75231,-117.25039,16,3.0,4.0,13.0,1101.0,3,365,1,27,55,81,356,26,4.69,1,40,0.8,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0
138134580,0.86,4,32.72574,-117.16746,4,2.0,2.0,2.0,141.0,31,90,1,1,12,36,298,6,5.0,0,1,0.2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
336396789,0.33,17,32.7962,-117.23743,16,2.0,3.0,4.0,314.0,20,365,1,0,2,2,92,61,4.82,0,15,1.79,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
420913293,0.98,1,32.81406,-117.20204,10,2.0,3.0,6.0,308.0,2,240,1,9,21,42,309,129,4.71,0,1,3.78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0
34666032,0.0,1,32.72928,-117.25324,10,5.0,4.0,4.0,2200.0,3,10,1,20,50,80,355,4,5.0,0,1,0.15,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
336396789,0.33,17,32.80192,-117.23214,8,1.0,2.0,2.0,168.0,31,1125,1,0,0,0,36,9,4.44,0,15,0.27,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0
94734587,1.0,3,32.90461,-117.12586,1,1.5,1.0,1.0,100.0,5,365,1,23,33,33,103,5,4.8,0,3,0.24,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0
134836670,1.0,2,32.74881,-117.24688,4,1.0,1.0,2.0,307.0,2,30,1,11,34,55,106,81,4.99,1,2,2.46,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0
156774745,1.0,2,32.76733,-117.24998,6,3.0,3.0,4.0,571.0,2,31,1,2,22,49,321,67,4.88,0,1,1.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0
421122177,1.0,1,32.84408,-117.24461,8,2.5,3.0,5.0,375.0,2,30,1,5,8,16,16,58,4.76,0,1,1.71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
88168913,0.99,372,32.77551,-117.25249,7,3.0,3.0,5.0,361.0,2,1125,1,19,39,62,290,37,4.81,1,53,1.12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
125444529,0.99,61,32.73443,-117.23535,8,2.0,3.0,4.0,288.0,2,45,1,0,0,0,0,72,4.76,1,45,2.12,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0
92056919,0.94,7,32.71505,-117.14043,2,1.0,1.0,1.0,111.0,3,27,1,8,26,34,34,92,4.72,0,2,2.82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0
421751404,0.97,1,32.78274,-117.20629,6,3.0,3.0,3.0,439.0,3,30,1,12,32,56,330,92,4.99,1,1,2.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0
49653830,0.95,1,32.77631,-117.25256,6,2.0,3.0,4.0,495.0,3,10,1,1,4,32,252,22,4.95,0,1,0.7,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0
8336938,1.0,151,32.79274,-117.24529,7,2.0,3.0,4.0,353.0,7,180,1,5,15,45,320,64,4.84,0,55,1.9,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0
35145391,1.0,2,32.70925,-117.14276,4,1.0,1.0,1.0,106.0,2,180,1,10,19,31,282,84,4.67,1,1,2.48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0
162283241,0.99,146,32.72789,-117.11461,9,2.0,3.0,7.0,705.0,1,60,1,20,32,50,221,77,4.91,1,12,2.28,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0
314281224,1.0,5,32.75057,-117.11716,3,1.0,1.0,1.0,121.0,2,365,1,8,10,40,314,67,4.88,1,5,2.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
314281224,1.0,5,32.75141,-117.11557,4,1.0,2.0,2.0,162.0,2,1125,1,8,24,50,324,84,4.65,1,5,2.49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0
104398271,0.91,9,32.78317,-117.25196,12,3.0,3.0,6.0,353.0,2,30,1,12,21,21,21,21,4.9,1,5,0.84,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0
104398271,0.91,9,32.78253,-117.25189,12,3.0,3.0,6.0,332.0,2,30,1,4,12,12,12,24,4.67,1,5,0.96,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0
259091235,1.0,14,32.74071,-117.12985,9,2.5,4.0,5.0,511.0,2,190,1,17,34,62,329,124,4.97,1,4,3.78,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0
418599072,0.99,22,32.91136,-117.15428,4,1.0,2.0,2.0,119.0,28,730,1,14,42,72,347,16,4.63,1,14,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0
380323536,1.0,66,32.77524,-117.25115,5,2.0,3.0,3.0,251.0,3,1125,1,0,22,52,142,71,4.83,1,50,2.11,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
43349223,1.0,109,32.75481,-117.14556,6,1.0,2.0,2.0,189.0,2,28,1,3,24,54,154,120,4.74,0,88,3.59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
8281647,1.0,216,32.79675,-117.25588,10,2.5,2.0,6.0,525.0,2,28,1,10,35,65,340,139,4.71,1,18,4.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0
301775154,0.99,51,32.71047716576422,-117.1600276,2,5.0,0.0,1.0,73.0,1,14,1,20,46,73,348,68,4.74,1,34,2.02,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
301775154,0.99,51,32.71221,-117.16022,2,5.0,1.0,1.0,70.0,1,14,1,26,56,86,361,80,4.8,1,34,2.4,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
301775154,0.99,51,32.71206,-117.15988,2,5.0,1.0,1.0,82.0,1,14,1,26,56,86,361,69,4.81,1,34,2.12,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
376471562,1.0,51,32.71438,-117.16016,3,1.0,0.0,1.0,120.0,2,28,1,28,58,88,268,141,4.72,1,33,4.18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
376471562,1.0,51,32.71303636859778,-117.160725,3,1.0,0.0,1.0,130.0,2,28,1,24,50,80,260,120,4.62,1,33,3.54,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
376101901,1.0,4,32.62326,-116.96086,2,1.5,1.0,1.0,74.0,90,365,1,29,59,89,364,3,5.0,0,3,0.1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
399855502,0.99,2,32.78298,-117.25313,4,1.0,1.0,2.0,197.0,3,1125,1,5,25,44,131,88,4.8,0,2,2.69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0
32268790,0.9,1,32.73783,-117.12858,3,1.0,1.0,2.0,146.0,3,90,1,5,13,34,214,48,5.0,0,1,1.43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0
29872894,0.91,5,32.7162,-117.11079,14,3.0,5.0,8.0,511.0,2,365,1,11,31,55,229,80,4.91,0,3,2.4,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
874690,0.98,3,32.71018,-117.14404,2,1.0,1.0,1.0,125.0,2,30,1,7,18,32,67,25,4.92,0,3,0.76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0
36293673,1.0,1,32.63576,-117.03604,6,2.0,3.0,5.0,331.0,3,28,1,6,21,51,141,76,4.91,0,1,2.26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0
188240503,1.0,1,32.77462,-117.04973,5,2.0,2.0,2.0,193.0,4,1125,1,2,15,37,298,11,4.64,0,1,1.06,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0
301775154,0.99,51,32.71233,-117.16034,2,5.0,1.0,1.0,84.0,1,14,1,24,54,84,359,83,4.67,1,34,2.46,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
301775154,0.99,51,32.71157854598199,-117.1597787,2,5.0,1.0,1.0,70.0,1,14,1,30,60,90,365,26,4.35,1,34,0.78,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4185643,0.98,29,32.72917,-117.24711,11,2.0,3.0,3.0,474.0,2,28,1,1,9,35,121,172,4.89,0,19,5.14,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
162649909,1.0,4,32.71961,-117.15754,2,1.0,0.0,1.0,180.0,2,21,1,14,40,70,71,50,4.6,0,4,1.48,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
162649909,1.0,4,32.71827,-117.15912,2,1.0,0.0,1.0,183.0,2,7,1,14,40,47,47,37,4.3,0,4,1.11,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
29158067,0.99,36,32.71348,-117.15464,2,1.0,1.0,1.0,150.0,31,1125,1,1,6,10,192,287,4.98,1,5,8.54,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
380323536,1.0,66,32.77548,-117.25169,6,2.5,2.0,3.0,238.0,3,1125,1,5,29,59,145,28,4.75,1,50,0.87,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
192911947,0.88,4,32.69037,-117.11647,1,1.5,1.0,2.0,30.0,60,365,1,30,49,49,121,2,4.5,0,2,0.14,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0
309273644,1.0,6,32.70772,-117.14757,16,2.0,4.0,9.0,341.0,2,1125,1,4,23,47,319,58,4.17,1,2,1.84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0
7750197,1.0,1,32.75165,-117.17299,4,2.0,2.0,2.0,314.0,2,1125,1,6,26,56,235,126,4.9,0,1,3.8,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0
363513699,1.0,9,32.7452,-117.25033,1,1.0,1.0,0.0,52.0,1,1125,1,30,60,90,365,276,4.84,1,8,8.24,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1
363513699,1.0,9,32.746262,-117.250572,1,1.0,1.0,0.0,52.0,1,1125,1,30,60,90,365,58,4.84,1,8,1.73,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1
363513699,1.0,9,32.74591,-117.2495,1,1.0,1.0,0.0,50.0,1,1125,1,28,58,88,363,117,4.81,1,8,3.48,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1
363513699,1.0,9,32.74539,-117.24966,6,1.0,1.0,6.0,296.0,1,365,1,28,58,88,362,3,5.0,1,8,0.09,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
423630656,0.99,1,32.74038,-117.251,4,1.0,2.0,3.0,388.0,3,28,1,15,45,64,329,84,4.94,1,1,3.31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0
260074931,0.95,2,32.81308,-117.16672,10,2.0,3.0,3.0,396.0,2,28,1,15,42,72,128,56,4.93,0,1,1.99,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0
369438478,1.0,1,32.70632,-117.15568,3,1.0,1.0,2.0,493.0,2,40,1,11,34,61,150,36,4.97,0,1,1.08,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0
63824357,1.0,2,32.74641,-117.11375,6,1.0,2.0,3.0,403.0,2,28,1,13,43,73,162,161,4.93,1,2,4.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
423738428,0.99,12,32.76968,-117.11848,2,1.0,1.0,1.0,129.0,2,28,1,3,23,28,182,109,4.98,1,6,5.47,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
